intern_clock,1,2,3,4,5,6,7,8
32044,0.0,0.0,0.0,0.0,269.25233644852415,1221.4798241515,811.8091119415228,1211.4664191538538
32142,0.0,0.0,0.0,0.0,288.25233644852415,1247.577819782415,810.2816052925396,1192.1486350130494
32240,0.0,0.0,0.0,0.0,345.25233644852415,1243.7894010617981,798.8253054251647,1225.192213148636
32338,0.0,0.0,0.0,0.0,322.25233644852415,1233.266015726752,862.2168313579718,1248.0685364732728
32437,1.0,0.0,0.0,0.0,361.25233644852415,1260.2058821844705,885.1294310927213,1209.4329681916638
32534,0.0,0.0,0.0,0.0,448.25233644852415,1245.0522073020038,854.9611747753012,1227.2256641108258
32632,0.0,0.0,0.0,0.0,508.25233644852415,1229.477597006135,859.5436947222511,1234.3427424784907
32731,0.0,0.0,0.0,0.0,580.2523364485241,1229.0566615927332,902.3138808937834,1231.8009287757534
32829,1.0,1.0,0.0,0.0,582.2523364485241,1223.584501218509,917.9708240458623,1221.1253112242562
32927,0.0,0.0,0.0,0.0,568.2523364485241,1226.1101136989203,917.9708240458623,1226.7173013702784
33025,0.0,0.0,0.0,0.0,597.2523364485241,1265.2571071452928,921.0258373438289,1204.8577035267365
33123,0.0,0.0,0.0,0.0,536.2523364485241,1280.8317174411613,942.4109304295952,1226.7173013702784
33221,1.0,0.0,0.0,0.0,556.2523364485241,1262.7314946648817,951.1940936612491,1281.1121146088594
33319,0.0,0.0,0.0,0.0,619.2523364485241,1244.2103364752002,984.7992399388818,1353.80798650715
33418,0.0,0.0,0.0,0.0,644.2523364485241,1243.3684656483963,1030.6244394083808,1292.8044576414516
33515,1.0,1.0,0.0,0.0,747.2523364485241,1265.2571071452928,1056.592052441097,1280.603751868312
33613,0.0,1.0,0.0,0.0,723.2523364485241,1262.3105592514798,1055.8282991166052,1271.9615852790046
33712,0.0,0.0,0.0,0.0,700.2523364485241,1250.9453030896298,1064.2295856860135,1273.9950362411946
33810,0.0,0.0,0.0,0.0,695.2523364485241,1278.3061049607504,1067.666475646226,1286.7041047548817
33908,0.0,0.0,0.0,0.0,596.2523364485241,1285.4620069885818,1108.1454018442835,1283.653928311597
34007,0.0,0.0,0.0,0.0,638.2523364485241,1277.0432987205447,1149.3880813668325,1313.6473300038986
34104,0.0,0.0,0.0,0.0,484.25233644852415,1300.1947464576467,1155.11623130052,1328.3898494797756
34202,0.0,0.0,0.0,0.0,490.25233644852415,1304.4041005916654,1164.6631478566655,1359.3999766531722
34300,0.0,0.0,0.0,0.0,595.2523364485241,1322.9252587813469,1197.5045408098065,1331.4400259230606
34399,0.0,0.0,0.0,0.0,676.2523364485241,1382.6980874844103,1245.6210002527805,1304.4968006740437
34497,0.0,1.0,0.0,0.0,654.2523364485241,1410.4798247689328,1276.5530098946924,1363.466878577552
34594,0.0,0.0,0.0,0.0,594.2523364485241,1416.3729205565587,1302.1387462651626,1347.70763362058
34693,0.0,0.0,0.0,0.0,558.2523364485241,1433.6312725060347,1311.3037861590626,1308.5637025984236
34791,0.0,0.0,0.0,0.0,564.2523364485241,1421.8450809307828,1291.4461997222795,1330.9316631825131
34889,0.0,0.0,0.0,0.0,518.2523364485241,1431.5265954390254,1305.575636225375,1360.9250648748148
34988,0.0,0.0,0.0,0.0,518.2523364485241,1454.6780431761274,1332.6888792448287,1383.2930254589041
35085,1.0,0.0,0.0,0.0,554.2523364485241,1447.522141148296,1339.9445358274993,1393.460280269854
35183,0.0,0.0,0.0,0.0,603.2523364485241,1452.5733661091183,1348.7276990591533,1432.6042112920102
35281,0.0,0.0,0.0,0.0,496.25233644852415,1446.2593349080903,1401.8085551113231,1391.9351920482113
35380,0.0,1.0,0.0,0.0,492.25233644852415,1441.62904536067,1415.9379916144187,1382.2762999778092
35478,0.0,0.0,0.0,0.0,453.25233644852415,1470.2526534719962,1418.6111282501395,1385.8348391616416
35576,0.0,0.0,0.0,0.0,379.25233644852415,1476.145749259622,1415.556114952173,1423.962044702703
35674,0.0,0.0,0.0,0.0,407.25233644852415,1498.4553261699205,1416.7017449389102,1464.6310639465019
35772,0.0,0.0,0.0,0.0,439.25233644852415,1532.9720300688725,1442.6693579716264,1443.2798288435074
35870,0.0,0.0,0.0,0.0,483.25233644852415,1580.958667196684,1438.850591349168,1452.9387209139097
35969,0.0,0.0,0.0,0.0,448.25233644852415,1583.4842796770952,1422.4298948725977,1501.7415440064683
36067,0.0,0.0,0.0,0.0,368.25233644852415,1578.012119302871,1404.481691747044,1537.3269358447924
36164,0.0,1.0,0.0,0.0,371.25233644852415,1567.9096693812264,1409.8279650184854,1567.8287002776415
36262,0.0,0.0,0.0,0.0,382.25233644852415,1575.48650682246,1480.857024196209,1625.2736899595075
36361,0.0,1.0,0.0,0.0,349.25233644852415,1615.475371095636,1497.2777206727794,1710.678630371485
36459,1.0,0.0,0.0,0.0,311.25233644852415,1629.7871751512992,1507.206513891171,1740.6720320637867
36557,0.0,0.0,0.0,0.0,321.25233644852415,1632.3127876317103,1526.3003470034623,1709.1535421498427
