intern_clock,1,2,3,4,5,6,7,8,intercept,angular_coef
24174.0,261.0,354.0,14.0,14.0,4494782.8,16892.825000000186,-190094.875,30811.095,17.94361219434635,-0.0603448275862069
24272.0,261.0,354.0,14.0,14.0,4494892.8,16829.825000000186,-190147.875,30814.095,17.94361219434635,-0.0603448275862069
24370.0,260.0,354.0,14.0,14.0,4495684.8,16758.825000000186,-190187.875,30837.095,17.94361219434635,-0.0603448275862069
24468.0,260.0,354.0,14.0,14.0,4494936.8,16680.825000000186,-190175.875,30963.095,17.94361219434635,-0.0603448275862069
24566.0,260.0,354.0,14.0,14.0,4493885.8,16592.825000000186,-190049.875,30855.095,17.94361219434635,-0.0603448275862069
24665.0,261.0,354.0,14.0,14.0,4492928.8,16539.825000000186,-189985.875,30603.095,17.94361219434635,-0.0603448275862069
159602.0,272.0,312.0,35.0,32.0,4482357.8,13166.825000000186,-194419.875,18029.095,14.443612194346352,-0.0603448275862069
159664.0,272.0,312.0,34.0,32.0,4482892.8,13158.825000000186,-193186.875,17972.095,14.443612194346352,-0.0603448275862069
159762.0,270.0,311.0,32.0,30.0,4484077.8,13198.825000000186,-192039.875,18134.095,14.443612194346352,-0.0603448275862069
159860.0,271.0,311.0,32.0,31.0,4488581.8,13216.825000000186,-191361.875,18116.095,14.443612194346352,-0.0603448275862069
159958.0,273.0,313.0,36.0,34.0,4491394.8,13230.825000000186,-191310.875,18184.095,14.443612194346352,-0.0603448275862069
160056.0,268.0,309.0,28.0,27.0,4487667.8,13229.825000000186,-192391.875,18383.095,14.443612194346352,-0.0603448275862069
160154.0,267.0,308.0,26.0,25.0,4481093.8,13253.825000000186,-193736.875,18562.095,14.443612194346352,-0.0603448275862069
160252.0,266.0,307.0,26.0,26.0,4480530.8,13319.825000000186,-194392.875,18590.095,14.443612194346352,-0.0603448275862069
160350.0,266.0,307.0,26.0,25.0,4478917.8,13439.825000000186,-194726.875,18807.095,14.443612194346352,-0.0603448275862069
160448.0,266.0,307.0,25.0,25.0,4478451.8,13432.825000000186,-194876.875,18970.095,14.443612194346352,-0.0603448275862069
160546.0,266.0,307.0,25.0,24.0,4479478.8,13363.825000000186,-194902.875,18755.095,14.443612194346352,-0.0603448275862069
160645.0,266.0,307.0,25.0,25.0,4480058.8,13307.825000000186,-194884.875,18663.095,14.443612194346352,-0.0603448275862069
160742.0,265.0,307.0,24.0,25.0,4479635.8,13308.825000000186,-194845.875,18872.095,14.443612194346352,-0.0603448275862069
160840.0,266.0,307.0,25.0,25.0,4478163.8,13369.825000000186,-194811.875,19000.095,14.443612194346352,-0.0603448275862069
160939.0,266.0,307.0,25.0,24.0,4477791.8,13373.825000000186,-194824.875,19032.095,14.443612194346352,-0.0603448275862069
161037.0,266.0,307.0,25.0,25.0,4478402.8,13417.825000000186,-194776.875,19245.095,14.443612194346352,-0.0603448275862069
161134.0,265.0,307.0,25.0,25.0,4480463.8,13477.825000000186,-194722.875,19351.095,14.443612194346352,-0.0603448275862069
161232.0,265.0,306.0,25.0,24.0,4480610.8,13463.825000000186,-194753.875,19211.095,14.443612194346352,-0.0603448275862069
161331.0,266.0,306.0,25.0,24.0,4481308.8,13417.825000000186,-194798.875,19307.095,14.443612194346352,-0.0603448275862069
161429.0,265.0,307.0,25.0,24.0,4481238.8,13399.825000000186,-194834.875,19434.095,14.443612194346352,-0.0603448275862069
161526.0,265.0,307.0,25.0,24.0,4481295.8,13416.825000000186,-194907.875,19478.095,14.443612194346352,-0.0603448275862069
161625.0,265.0,307.0,25.0,24.0,4481301.8,13389.825000000186,-194972.875,19428.095,14.443612194346352,-0.0603448275862069
161723.0,265.0,307.0,25.0,24.0,4480660.8,13464.825000000186,-194967.875,19452.095,14.443612194346352,-0.0603448275862069
161821.0,265.0,307.0,25.0,24.0,4480599.8,13495.825000000186,-194949.875,19533.095,14.443612194346352,-0.0603448275862069
161918.0,266.0,307.0,25.0,24.0,4480079.8,13540.825000000186,-194967.875,19615.095,14.443612194346352,-0.0603448275862069
162017.0,266.0,307.0,25.0,24.0,4480244.8,13558.825000000186,-195053.875,19654.095,14.443612194346352,-0.0603448275862069
162115.0,265.0,307.0,25.0,24.0,4480287.8,13523.825000000186,-195081.875,19599.095,14.443612194346352,-0.0603448275862069
162212.0,265.0,307.0,25.0,24.0,4479527.8,13500.825000000186,-195068.875,19555.095,14.443612194346352,-0.0603448275862069
162311.0,266.0,307.0,24.0,24.0,4479748.8,13560.825000000186,-195076.875,19477.095,14.443612194346352,-0.0603448275862069
162409.0,266.0,307.0,25.0,24.0,4479463.8,13674.825000000186,-195038.875,19560.095,14.443612194346352,-0.0603448275862069
162507.0,266.0,307.0,25.0,24.0,4479121.8,13657.825000000186,-195052.875,19554.095,14.443612194346352,-0.0603448275862069
162605.0,266.0,307.0,25.0,24.0,4478452.8,13665.825000000186,-195106.875,19469.095,14.443612194346352,-0.0603448275862069
162703.0,266.0,307.0,25.0,24.0,4477889.8,13782.825000000186,-195228.875,19557.095,14.443612194346352,-0.0603448275862069
162801.0,266.0,307.0,25.0,24.0,4477501.8,13846.825000000186,-195336.875,19651.095,14.443612194346352,-0.0603448275862069
162899.0,266.0,307.0,25.0,24.0,4477688.8,13772.825000000186,-195349.875,19714.095,14.443612194346352,-0.0603448275862069
162997.0,265.0,307.0,25.0,24.0,4476130.8,13765.825000000186,-195400.875,19642.095,14.443612194346352,-0.0603448275862069
163095.0,266.0,307.0,25.0,24.0,4476583.8,13744.825000000186,-195404.875,19616.095,14.443612194346352,-0.0603448275862069
163193.0,266.0,307.0,24.0,24.0,4475910.8,13772.825000000186,-195376.875,19596.095,14.443612194346352,-0.0603448275862069
163292.0,266.0,307.0,24.0,24.0,4475796.8,13808.825000000186,-195354.875,19650.095,14.443612194346352,-0.0603448275862069
163389.0,266.0,307.0,24.0,24.0,4476447.8,13783.825000000186,-195439.875,19642.095,14.443612194346352,-0.0603448275862069
163487.0,266.0,307.0,24.0,24.0,4476728.8,13822.825000000186,-195493.875,19501.095,14.443612194346352,-0.0603448275862069
163586.0,266.0,307.0,24.0,24.0,4476697.8,13945.825000000186,-195402.875,19439.095,14.443612194346352,-0.0603448275862069
163684.0,266.0,307.0,24.0,24.0,4477213.8,13990.825000000186,-195394.875,19305.095,14.443612194346352,-0.0603448275862069
163781.0,266.0,307.0,25.0,24.0,4478047.8,14035.825000000186,-195426.875,19259.095,14.443612194346352,-0.0603448275862069
163879.0,266.0,307.0,24.0,24.0,4477762.8,14098.825000000186,-195462.875,19215.095,14.443612194346352,-0.0603448275862069
163978.0,266.0,307.0,24.0,24.0,4477934.8,14123.825000000186,-195428.875,19190.095,14.443612194346352,-0.0603448275862069
164076.0,266.0,307.0,25.0,24.0,4477703.8,14060.825000000186,-195426.875,19267.095,14.443612194346352,-0.0603448275862069
164173.0,265.0,307.0,25.0,24.0,4476372.8,14085.825000000186,-195392.875,19464.095,14.443612194346352,-0.0603448275862069
164272.0,266.0,307.0,25.0,24.0,4476080.8,14124.825000000186,-195395.875,19576.095,14.443612194346352,-0.0603448275862069
164370.0,265.0,307.0,25.0,24.0,4477064.8,14193.825000000186,-195422.875,19616.095,14.443612194346352,-0.0603448275862069
215701.0,206.0,366.0,33.0,32.0,4433747.8,13424.825000000186,-202439.875,60460.095,31.94361219434635,-0.0603448275862069
215750.0,208.0,367.0,35.0,33.0,4435744.8,13432.825000000186,-202867.875,60420.095,31.94361219434635,-0.0603448275862069
215843.0,205.0,366.0,32.0,31.0,4434887.8,13466.825000000186,-203821.875,60514.095,31.94361219434635,-0.0603448275862069
215938.0,198.0,360.0,22.0,22.0,4410144.8,13527.825000000186,-205115.875,60615.095,31.94361219434635,-0.0603448275862069
216035.0,197.0,360.0,21.0,20.0,4380240.8,13583.825000000186,-206173.875,60747.095,31.94361219434635,-0.0603448275862069
216133.0,198.0,360.0,22.0,21.0,4354257.8,13532.825000000186,-206924.875,60810.095,31.94361219434635,-0.0603448275862069
216231.0,197.0,360.0,21.0,20.0,4324424.8,13473.825000000186,-207687.875,60878.095,31.94361219434635,-0.0603448275862069
216329.0,198.0,360.0,21.0,20.0,4308665.8,13527.825000000186,-208597.875,60930.095,31.94361219434635,-0.0603448275862069
216427.0,198.0,360.0,21.0,21.0,4302021.8,13609.825000000186,-209323.875,61001.095,31.94361219434635,-0.0603448275862069
216525.0,198.0,360.0,21.0,21.0,4304361.8,13655.825000000186,-209599.875,61135.095,31.94361219434635,-0.0603448275862069
216624.0,198.0,360.0,21.0,20.0,4304290.8,13631.825000000186,-209809.875,61168.095,31.94361219434635,-0.0603448275862069
216721.0,198.0,360.0,21.0,20.0,4303374.8,13622.825000000186,-209995.875,61288.095,31.94361219434635,-0.0603448275862069
216819.0,198.0,360.0,21.0,20.0,4302238.8,13674.825000000186,-210035.875,61266.095,31.94361219434635,-0.0603448275862069
216918.0,198.0,360.0,21.0,20.0,4301423.8,13730.825000000186,-210101.875,61216.095,31.94361219434635,-0.0603448275862069
217016.0,198.0,360.0,21.0,20.0,4298178.8,13748.825000000186,-210195.875,61258.095,31.94361219434635,-0.0603448275862069
217113.0,198.0,360.0,21.0,20.0,4294554.8,13770.825000000186,-210314.875,61283.095,31.94361219434635,-0.0603448275862069
217211.0,198.0,359.0,21.0,21.0,4291644.8,13799.825000000186,-210375.875,61390.095,31.94361219434635,-0.0603448275862069
217310.0,199.0,359.0,21.0,20.0,4289169.8,13839.825000000186,-210369.875,61545.095,31.94361219434635,-0.0603448275862069
217408.0,198.0,359.0,20.0,20.0,4285780.8,13791.825000000186,-210396.875,61572.095,31.94361219434635,-0.0603448275862069
217505.0,198.0,360.0,21.0,20.0,4282635.8,13829.825000000186,-210485.875,61474.095,31.94361219434635,-0.0603448275862069
217604.0,199.0,360.0,21.0,20.0,4283088.8,13831.825000000186,-210503.875,61526.095,31.94361219434635,-0.0603448275862069
217702.0,199.0,360.0,21.0,20.0,4284422.8,13788.825000000186,-210513.875,61495.095,31.94361219434635,-0.0603448275862069
217800.0,199.0,360.0,21.0,20.0,4284330.8,13805.825000000186,-210590.875,61343.095,31.94361219434635,-0.0603448275862069
217897.0,198.0,359.0,20.0,20.0,4283481.8,13792.825000000186,-210635.875,61259.095,31.94361219434635,-0.0603448275862069
217996.0,198.0,359.0,20.0,20.0,4282933.8,13802.825000000186,-210680.875,61151.095,31.94361219434635,-0.0603448275862069
218094.0,198.0,359.0,20.0,20.0,4282451.8,13867.825000000186,-210697.875,61101.095,31.94361219434635,-0.0603448275862069
218192.0,198.0,359.0,20.0,20.0,4281897.8,13932.825000000186,-210691.875,61092.095,31.94361219434635,-0.0603448275862069
218290.0,198.0,359.0,20.0,20.0,4281753.8,14002.825000000186,-210688.875,61112.095,31.94361219434635,-0.0603448275862069
218388.0,198.0,359.0,20.0,19.0,4281291.8,13972.825000000186,-210691.875,60909.095,31.94361219434635,-0.0603448275862069
218486.0,199.0,359.0,21.0,19.0,4281823.8,13992.825000000186,-210772.875,60699.095,31.94361219434635,-0.0603448275862069
218585.0,198.0,359.0,20.0,20.0,4281203.8,14079.825000000186,-210885.875,60590.095,31.94361219434635,-0.0603448275862069
218682.0,198.0,359.0,20.0,20.0,4280816.8,14032.825000000186,-210957.875,60664.095,31.94361219434635,-0.0603448275862069
218780.0,199.0,359.0,20.0,19.0,4280341.8,13959.825000000186,-211026.875,60811.095,31.94361219434635,-0.0603448275862069
218878.0,198.0,360.0,20.0,19.0,4281113.8,13969.825000000186,-211077.875,60892.095,31.94361219434635,-0.0603448275862069
218977.0,198.0,360.0,19.0,20.0,4281849.8,13963.825000000186,-211086.875,60853.095,31.94361219434635,-0.0603448275862069
219074.0,198.0,360.0,20.0,19.0,4282072.8,13857.825000000186,-211057.875,60850.095,31.94361219434635,-0.0603448275862069
219172.0,198.0,360.0,20.0,19.0,4282023.8,13760.825000000186,-211075.875,60877.095,31.94361219434635,-0.0603448275862069
219271.0,198.0,360.0,20.0,19.0,4282413.8,13687.825000000186,-211118.875,60857.095,31.94361219434635,-0.0603448275862069
219369.0,198.0,360.0,20.0,19.0,4284503.8,13577.825000000186,-211155.875,60749.095,31.94361219434635,-0.0603448275862069
219466.0,198.0,360.0,20.0,19.0,4283539.8,13608.825000000186,-211189.875,60541.095,31.94361219434635,-0.0603448275862069
219565.0,198.0,360.0,20.0,19.0,4284233.8,13631.825000000186,-211269.875,60655.095,31.94361219434635,-0.0603448275862069
219663.0,198.0,359.0,20.0,19.0,4283741.8,13600.825000000186,-211271.875,60637.095,31.94361219434635,-0.0603448275862069
219761.0,198.0,360.0,20.0,19.0,4282152.8,13540.825000000186,-211281.875,60564.095,31.94361219434635,-0.0603448275862069
219858.0,198.0,360.0,20.0,19.0,4281302.8,13533.825000000186,-211321.875,60526.095,31.94361219434635,-0.0603448275862069
219957.0,198.0,360.0,20.0,19.0,4282510.8,13476.825000000186,-211390.875,60476.095,31.94361219434635,-0.0603448275862069
220055.0,198.0,359.0,20.0,19.0,4282895.8,13444.825000000186,-211407.875,60709.095,31.94361219434635,-0.0603448275862069
220153.0,199.0,360.0,20.0,19.0,4282519.8,13455.825000000186,-211405.875,60614.095,31.94361219434635,-0.0603448275862069
220251.0,199.0,360.0,20.0,19.0,4282160.8,13420.825000000186,-211362.875,60563.095,31.94361219434635,-0.0603448275862069
220349.0,199.0,360.0,20.0,19.0,4282089.8,13360.825000000186,-211380.875,60564.095,31.94361219434635,-0.0603448275862069
220447.0,199.0,360.0,20.0,19.0,4281536.8,13343.825000000186,-211394.875,60570.095,31.94361219434635,-0.0603448275862069
245975.0,35.0,287.0,19.0,19.0,4238371.8,10097.825000000186,-217093.875,70086.095,38.44361219434635,-0.0603448275862069
246051.0,35.0,287.0,19.0,19.0,4235635.8,10114.825000000186,-217103.875,69551.095,38.44361219434635,-0.0603448275862069
246146.0,34.0,287.0,19.0,18.0,4234828.8,10076.825000000186,-216398.875,69592.095,38.44361219434635,-0.0603448275862069
246239.0,35.0,287.0,19.0,18.0,4236218.8,10015.825000000186,-214029.875,69897.095,38.44361219434635,-0.0603448275862069
246332.0,34.0,287.0,19.0,18.0,4237787.8,10061.825000000186,-213588.875,69932.095,38.44361219434635,-0.0603448275862069
246427.0,34.0,287.0,19.0,18.0,4237334.8,10096.825000000186,-215128.875,69777.095,38.44361219434635,-0.0603448275862069
246525.0,34.0,287.0,19.0,18.0,4234926.8,10141.825000000186,-215563.875,70035.095,38.44361219434635,-0.0603448275862069
246624.0,35.0,287.0,19.0,18.0,4232475.8,10173.825000000186,-215706.875,70275.095,38.44361219434635,-0.0603448275862069
246721.0,35.0,287.0,19.0,18.0,4231749.8,10188.825000000186,-215857.875,70102.095,38.44361219434635,-0.0603448275862069
246819.0,35.0,286.0,19.0,18.0,4232647.8,10249.825000000186,-215980.875,69918.095,38.44361219434635,-0.0603448275862069
246918.0,34.0,287.0,19.0,18.0,4233072.8,10338.825000000186,-216065.875,70123.095,38.44361219434635,-0.0603448275862069
247016.0,34.0,287.0,19.0,18.0,4232346.8,10341.825000000186,-216122.875,70243.095,38.44361219434635,-0.0603448275862069
247113.0,34.0,287.0,18.0,18.0,4232600.8,10294.825000000186,-216188.875,70145.095,38.44361219434635,-0.0603448275862069
247212.0,35.0,287.0,19.0,18.0,4231404.8,10293.825000000186,-216255.875,70103.095,38.44361219434635,-0.0603448275862069
247310.0,35.0,287.0,19.0,18.0,4231113.8,10334.825000000186,-216230.875,70314.095,38.44361219434635,-0.0603448275862069
247408.0,35.0,287.0,18.0,18.0,4232146.8,10315.825000000186,-216242.875,70284.095,38.44361219434635,-0.0603448275862069
247505.0,35.0,287.0,19.0,18.0,4232458.8,10301.825000000186,-216277.875,70157.095,38.44361219434635,-0.0603448275862069
247604.0,35.0,287.0,19.0,18.0,4232191.8,10291.825000000186,-216299.875,70159.095,38.44361219434635,-0.0603448275862069
247702.0,35.0,287.0,18.0,18.0,4231805.8,10309.825000000186,-216313.875,70186.095,38.44361219434635,-0.0603448275862069
247799.0,35.0,288.0,18.0,18.0,4232900.8,10419.825000000186,-216362.875,70221.095,38.44361219434635,-0.0603448275862069
247898.0,34.0,287.0,19.0,18.0,4232734.8,10431.825000000186,-216459.875,70240.095,38.44361219434635,-0.0603448275862069
247996.0,34.0,287.0,19.0,18.0,4231384.8,10450.825000000186,-216541.875,70180.095,38.44361219434635,-0.0603448275862069
248094.0,35.0,287.0,19.0,18.0,4231587.8,10505.825000000186,-216611.875,70201.095,38.44361219434635,-0.0603448275862069
248192.0,35.0,287.0,19.0,18.0,4229761.8,10503.825000000186,-216546.875,70332.095,38.44361219434635,-0.0603448275862069
248290.0,35.0,287.0,19.0,18.0,4229093.8,10553.825000000186,-216539.875,70370.095,38.44361219434635,-0.0603448275862069
248388.0,34.0,288.0,19.0,18.0,4229654.8,10637.825000000186,-216550.875,70384.095,38.44361219434635,-0.0603448275862069
248486.0,35.0,287.0,18.0,19.0,4229114.8,10726.825000000186,-216551.875,70587.095,38.44361219434635,-0.0603448275862069
248584.0,35.0,288.0,18.0,18.0,4228181.8,10689.825000000186,-216550.875,70489.095,38.44361219434635,-0.0603448275862069
248682.0,34.0,288.0,19.0,18.0,4228005.8,10650.825000000186,-216620.875,70589.095,38.44361219434635,-0.0603448275862069
248780.0,35.0,288.0,19.0,18.0,4228377.8,10676.825000000186,-216637.875,70701.095,38.44361219434635,-0.0603448275862069
248879.0,35.0,288.0,19.0,18.0,4228073.8,10696.825000000186,-216566.875,70735.095,38.44361219434635,-0.0603448275862069
248976.0,34.0,288.0,19.0,18.0,4226904.8,10766.825000000186,-216645.875,70800.095,38.44361219434635,-0.0603448275862069
249074.0,35.0,288.0,19.0,18.0,4225973.8,10787.825000000186,-216689.875,70855.095,38.44361219434635,-0.0603448275862069
249172.0,35.0,288.0,19.0,18.0,4226480.8,10817.825000000186,-216770.875,70759.095,38.44361219434635,-0.0603448275862069
249271.0,35.0,288.0,19.0,18.0,4225672.8,10862.825000000186,-216771.875,70712.095,38.44361219434635,-0.0603448275862069
249368.0,34.0,288.0,19.0,18.0,4226041.8,10845.825000000186,-216794.875,70774.095,38.44361219434635,-0.0603448275862069
249466.0,35.0,288.0,19.0,18.0,4226714.8,10868.825000000186,-216871.875,70837.095,38.44361219434635,-0.0603448275862069
249565.0,34.0,288.0,19.0,18.0,4227519.8,10836.825000000186,-216915.875,70749.095,38.44361219434635,-0.0603448275862069
249663.0,35.0,288.0,20.0,18.0,4228389.8,10827.825000000186,-216850.875,70839.095,38.44361219434635,-0.0603448275862069
249760.0,35.0,288.0,18.0,18.0,4228356.8,10861.825000000186,-216857.875,70989.095,38.44361219434635,-0.0603448275862069
249859.0,34.0,288.0,19.0,19.0,4228154.8,10910.825000000186,-216829.875,71045.095,38.44361219434635,-0.0603448275862069
249957.0,34.0,288.0,18.0,18.0,4228876.8,10913.825000000186,-216815.875,70929.095,38.44361219434635,-0.0603448275862069
250055.0,35.0,288.0,19.0,18.0,4228391.8,10920.825000000186,-216827.875,70854.095,38.44361219434635,-0.0603448275862069
250152.0,35.0,288.0,19.0,18.0,4227566.8,10911.825000000186,-216810.875,70970.095,38.44361219434635,-0.0603448275862069
250251.0,35.0,288.0,19.0,18.0,4227323.8,10972.825000000186,-216767.875,71005.095,38.44361219434635,-0.0603448275862069
250349.0,35.0,288.0,19.0,18.0,4227807.8,10973.825000000186,-216776.875,70953.095,38.44361219434635,-0.0603448275862069
250447.0,35.0,288.0,19.0,18.0,4228689.8,11000.825000000186,-216763.875,70953.095,38.44361219434635,-0.0603448275862069
250545.0,35.0,288.0,18.0,18.0,4229229.8,11048.825000000186,-216717.875,70828.095,38.44361219434635,-0.0603448275862069
250643.0,35.0,288.0,19.0,18.0,4229978.8,11133.825000000186,-216700.875,70787.095,38.44361219434635,-0.0603448275862069
250741.0,35.0,288.0,19.0,18.0,4229702.8,11171.825000000186,-216669.875,70743.095,38.44361219434635,-0.0603448275862069
289855.0,274.0,370.0,37.0,36.0,4254539.8,13476.825000000186,-223435.875,38282.095,23.94361219434635,-0.0603448275862069
289914.0,278.0,374.0,43.0,41.0,4254624.8,13509.825000000186,-224102.875,38106.095,23.94361219434635,-0.0603448275862069
290008.0,281.0,376.0,48.0,46.0,4298878.8,13486.825000000186,-225162.875,37953.095,23.94361219434635,-0.0603448275862069
290102.0,282.0,377.0,50.0,47.0,4516283.8,13532.825000000186,-228542.875,38028.095,23.94361219434635,-0.0603448275862069
290195.0,282.0,377.0,48.0,46.0,4611798.8,13630.825000000186,-230461.875,38316.095,23.94361219434635,-0.0603448275862069
290288.0,274.0,369.0,35.0,35.0,4558854.8,13652.825000000186,-232671.875,38431.095,23.94361219434635,-0.0603448275862069
290382.0,265.0,362.0,23.0,22.0,4528914.8,13707.825000000186,-233072.875,38568.095,23.94361219434635,-0.0603448275862069
290476.0,264.0,362.0,23.0,22.0,4523673.8,13738.825000000186,-231990.875,38575.095,23.94361219434635,-0.0603448275862069
290569.0,264.0,362.0,23.0,22.0,4520613.8,13740.825000000186,-234662.875,38312.095,23.94361219434635,-0.0603448275862069
290663.0,264.0,362.0,23.0,22.0,4519621.8,13701.825000000186,-236361.875,38289.095,23.94361219434635,-0.0603448275862069
290756.0,264.0,362.0,23.0,22.0,4517082.8,13684.825000000186,-236572.875,38215.095,23.94361219434635,-0.0603448275862069
290849.0,263.0,362.0,23.0,22.0,4513955.8,13622.825000000186,-236639.875,38146.095,23.94361219434635,-0.0603448275862069
290944.0,264.0,362.0,22.0,22.0,4513532.8,13626.825000000186,-236704.875,38194.095,23.94361219434635,-0.0603448275862069
291037.0,264.0,362.0,23.0,22.0,4511928.8,13703.825000000186,-236632.875,38302.095,23.94361219434635,-0.0603448275862069
291132.0,264.0,362.0,23.0,22.0,4511015.8,13703.825000000186,-236618.875,38396.095,23.94361219434635,-0.0603448275862069
291230.0,264.0,362.0,22.0,22.0,4509076.8,13738.825000000186,-236649.875,38398.095,23.94361219434635,-0.0603448275862069
291329.0,263.0,362.0,22.0,22.0,4507615.8,13764.825000000186,-236641.875,38401.095,23.94361219434635,-0.0603448275862069
