intern_clock,1,2,3,4,x,y
42990,0.0,0.0,0.0,0.0,412.25947227461734,-14.599608627747518
43088,0.0,0.0,0.0,0.0,401.28097594546466,-24.77686401556495
43187,0.0,0.0,0.0,0.0,414.43796101071075,-25.275419302139486
43284,0.0,0.0,0.0,0.0,435.9376348195957,-41.341247303599346
43382,0.0,0.0,0.0,0.0,434.13007660458703,-57.99467755909372
43481,0.0,0.0,0.0,0.0,496.4823530358816,-47.83157038241458
43578,0.0,0.0,0.0,0.0,573.4666532399107,-33.887709581582314
43676,0.0,0.0,0.0,0.0,653.8569715775401,-71.94917366055708
43774,0.0,0.0,0.0,0.0,866.6480308189242,-101.91324142757816
43873,0.0,0.0,0.0,0.0,1558.8279262270578,-146.8185525593969
43970,0.0,1.0,0.0,0.0,4944.793394918187,-478.4147827786227
44068,1.0,1.0,0.0,0.0,-3228.5058770094865,350.4730826681664
44167,0.0,0.0,0.0,0.0,-1751.9624540075883,117.01802207712689
44264,0.0,1.0,0.0,0.0,-1567.7607285785236,113.48040568518432
44362,0.0,0.0,0.0,0.0,-952.4679908989061,129.24016563152028
44461,0.0,0.0,0.0,0.0,-655.0180996822169,87.74725829942615
44558,0.0,0.0,0.0,0.0,-633.1764100426267,65.14601849921566
44656,1.0,0.0,0.0,0.0,-665.0750466639402,85.52109485205159
44754,0.0,0.0,0.0,0.0,-457.82080314494624,51.67896162009877
44853,0.0,0.0,0.0,0.0,-336.999676276082,42.10673760926204
44950,0.0,0.0,0.0,0.0,-296.7904885875733,47.141384634018976
45048,0.0,0.0,0.0,0.0,-290.14228207573336,52.23495571983341
45147,0.0,0.0,0.0,0.0,-255.06616192935883,54.12793133832117
45245,0.0,0.0,0.0,0.0,-242.28834382519432,52.61108383721528
45342,0.0,0.0,0.0,0.0,-246.93508793012728,60.78062060113078
45441,0.0,0.0,0.0,0.0,-237.29507348254316,66.62540171640411
45539,0.0,0.0,0.0,0.0,-225.59941475979454,63.27173874876263
45636,0.0,0.0,0.0,0.0,-201.4065346304716,52.859651065578035
45734,1.0,0.0,0.0,0.0,-178.7253403532459,47.36501777891645
45833,0.0,0.0,0.0,0.0,-181.6708800245017,52.6148697747392
45931,0.0,0.0,0.0,0.0,-185.73857421504025,46.72510230619537
46028,0.0,0.0,0.0,0.0,-170.15180449913206,41.411798025573226
46127,0.0,0.0,0.0,0.0,-158.8150423278372,42.22175522185148
46225,0.0,0.0,0.0,0.0,-142.12771731693658,35.980615592776886
46323,0.0,0.0,0.0,0.0,-132.5072290155284,32.74744027303916
46420,0.0,0.0,0.0,0.0,-131.72688577313286,34.61368481558994
46519,0.0,0.0,0.0,0.0,-120.7803567065856,33.2236521990497
46617,0.0,0.0,0.0,0.0,-104.0627674300655,28.19467489019116
46714,0.0,0.0,0.0,0.0,-100.28663614406751,28.777905956716616
46813,0.0,0.0,0.0,0.0,-95.29965453865232,26.06023890231288
46911,0.0,0.0,0.0,0.0,-91.11605716966817,29.39874311924069
47009,0.0,0.0,0.0,0.0,-88.26603510917346,28.144720609374705
47107,0.0,0.0,0.0,0.0,-83.3607199090358,25.47639301959488
47205,0.0,1.0,0.0,0.0,-75.75926844340793,25.433820701800716
47303,0.0,0.0,0.0,0.0,-64.50099492152688,22.434529158084178
47400,0.0,0.0,0.0,0.0,-51.98500315938516,18.782577044407027
47499,0.0,0.0,0.0,0.0,-49.318395459243916,19.930219731005504
47597,0.0,0.0,0.0,0.0,-57.95761938655728,21.95029162944718
47695,0.0,0.0,0.0,0.0,-65.07151756915054,26.537753328177775
47793,0.0,0.0,0.0,0.0,-66.70230689106819,26.0897274382633
47891,0.0,0.0,0.0,0.0,-70.80839646058578,23.826985383004082
47989,0.0,0.0,0.0,0.0,-71.0041790892064,29.354631418664788
48088,0.0,0.0,0.0,0.0,-70.31792441630103,31.195876501531593
48185,0.0,0.0,0.0,0.0,-63.97777301351344,33.20203722446973
48283,0.0,0.0,0.0,0.0,-59.4634022086791,33.718900155844715
48381,0.0,0.0,0.0,0.0,-50.85492671347503,28.895908283725028
48479,0.0,0.0,0.0,0.0,-42.8876816954596,30.687664126938053
48577,0.0,0.0,0.0,0.0,-44.43175331479256,32.51374236786107
48675,0.0,0.0,0.0,0.0,-52.1096096337744,36.25226121874922
48774,0.0,0.0,0.0,0.0,-55.01378786030644,39.61962775593088
48871,0.0,1.0,0.0,0.0,-49.98563920451839,41.288197766048896
48969,0.0,0.0,0.0,0.0,-52.0641194763444,43.29306658158196
49068,0.0,0.0,0.0,0.0,-51.3512230741205,42.32156376703136
49166,1.0,0.0,0.0,0.0,-40.560164051983776,32.42441453731488
49263,0.0,0.0,0.0,0.0,-38.54520739312921,24.869486839519222
49361,0.0,0.0,0.0,0.0,-35.133814923798425,24.438580685688365
49460,0.0,0.0,0.0,0.0,-31.244915075298554,24.128520768910963
49557,0.0,1.0,0.0,0.0,-34.24576638997689,25.900213115871363
49655,0.0,0.0,0.0,0.0,-37.84527770036026,28.655468513720148
49754,0.0,0.0,0.0,0.0,-37.49839092630133,29.62502910662151
49852,0.0,0.0,0.0,0.0,-37.12704888411034,30.68877038845555
49949,0.0,0.0,0.0,0.0,-32.6245596633999,28.294804126471238
50048,1.0,0.0,0.0,0.0,-30.884671213731707,25.434711577365444
50146,0.0,0.0,0.0,0.0,-34.700462018848505,26.5265431097022
50243,0.0,0.0,0.0,0.0,-29.224616711763268,30.264357134455512
50341,0.0,0.0,0.0,0.0,-25.12385975025879,27.28442171518551
50440,0.0,0.0,0.0,0.0,-20.360718305767815,23.088252614630424
50538,0.0,0.0,0.0,0.0,-20.569531314780455,22.292289279109802
50635,0.0,0.0,0.0,0.0,-15.975330223287623,19.46803424563795
50734,0.0,0.0,0.0,0.0,-13.151975834663162,14.25912229598101
50832,0.0,0.0,0.0,0.0,-12.476923206882105,13.609144894114912
50930,0.0,0.0,0.0,0.0,-12.468030376433058,14.717810331534398
51027,0.0,0.0,0.0,0.0,-13.91620467209515,17.901664586665937
51126,0.0,0.0,0.0,0.0,-12.238287569014574,18.053445630733798
51224,0.0,0.0,0.0,0.0,-12.992678142457455,21.454688504535987
51321,0.0,0.0,0.0,0.0,-8.319928860786993,20.15465166566539
51420,0.0,0.0,0.0,0.0,-10.595828538976436,23.79801165704561
51518,0.0,1.0,0.0,0.0,-8.455867248323115,23.482973358113856
51616,0.0,0.0,0.0,0.0,-7.1545597204495985,22.24571853817192
51714,1.0,0.0,0.0,0.0,-7.8368441576035535,20.182960233648473
51812,0.0,0.0,0.0,0.0,-9.516428116220892,20.56588404408269
51910,0.0,0.0,0.0,0.0,-13.783664243469163,23.167379947367422
52007,0.0,0.0,0.0,0.0,-13.459293558763862,27.767620998412585
52106,0.0,0.0,0.0,0.0,-10.551478414225864,30.356679146381637
52204,0.0,0.0,0.0,0.0,-13.917573604294818,32.39066480561508
52302,0.0,0.0,0.0,0.0,-12.429670727137253,33.53674164872105
52400,0.0,0.0,0.0,0.0,-8.619025332009755,32.56762027340696
52498,1.0,0.0,0.0,0.0,-12.719371060463162,31.408282402042538
52596,1.0,0.0,0.0,0.0,-12.308478072313934,28.87211813258492
52695,0.0,0.0,0.0,0.0,-5.823482292096065,24.78416222523615
52792,0.0,0.0,0.0,0.0,-3.4040058741468044,27.038943628930024
52890,0.0,0.0,0.0,0.0,-6.575701523814486,29.14799876994833
52988,0.0,0.0,0.0,0.0,-6.681478960242384,30.387152383834398
53086,1.0,0.0,0.0,0.0,-5.476974305391766,30.856413581257772
53184,0.0,0.0,0.0,0.0,-2.329423877457187,29.263787918019947
53282,0.0,0.0,0.0,0.0,-0.7883565889840829,28.005704119913442
53381,0.0,0.0,0.0,0.0,-1.8547219778615966,27.571772264412346
53478,0.0,0.0,0.0,0.0,0.11220491884036084,27.30663597752836
53576,0.0,0.0,0.0,0.0,2.429131009991109,25.735359987087623
53675,0.0,0.0,0.0,0.0,4.440269590394392,26.370169363691677
53773,0.0,0.0,0.0,0.0,5.259515105554681,26.36969731655537
53870,0.0,0.0,0.0,0.0,3.870938313186258,27.564760364279778
53968,0.0,0.0,0.0,0.0,3.0511481121901736,27.10684526515586
54067,0.0,0.0,0.0,0.0,2.875601092092153,27.037210462966137
54164,0.0,0.0,0.0,0.0,2.2482979434563726,25.862560033777665
54262,0.0,0.0,0.0,0.0,4.671265748581058,24.940482412699165
54361,0.0,0.0,0.0,0.0,5.464417937400787,27.676480097872627
54459,0.0,0.0,0.0,0.0,4.848690403879563,29.792402081403438
54556,1.0,0.0,0.0,0.0,6.036908529376313,28.786767013442322
54654,0.0,0.0,0.0,0.0,5.34128724308356,26.842491082002436
54753,0.0,0.0,0.0,0.0,1.8467720897493567,28.325235589817737
54850,0.0,0.0,0.0,0.0,-0.06726864128402227,30.28622968624583
54948,0.0,1.0,0.0,0.0,-0.044750302667537184,28.685239187815725
55047,0.0,0.0,0.0,0.0,-2.2334011255621484,32.0650605708815
55145,0.0,0.0,0.0,0.0,-1.2098702590789516,34.82447377706379
55242,0.0,0.0,0.0,0.0,0.7288096590475744,34.06677735541349
55341,0.0,0.0,0.0,0.0,0.8234147874578128,32.78284963249274
55439,1.0,0.0,0.0,0.0,4.03981987258479,30.752835535409904
55536,0.0,0.0,0.0,0.0,5.117896897183431,29.377130266774913
55634,0.0,0.0,0.0,0.0,6.725672030229874,31.674356067110654
55733,0.0,0.0,0.0,0.0,5.29697411677367,34.15799937491385
55831,0.0,0.0,0.0,0.0,6.270919131738291,33.25322143325584
55928,0.0,0.0,0.0,0.0,5.218966685275479,33.6180658979548
56027,0.0,0.0,0.0,0.0,7.251306632619352,36.31661831508584
56125,0.0,0.0,0.0,0.0,7.239084164604173,35.49972213732041
56222,0.0,0.0,0.0,0.0,2.9435149089171744,36.46076064903215
56321,1.0,0.0,0.0,0.0,2.6794909555679456,36.76092417127527
56419,0.0,0.0,0.0,0.0,4.880654978827724,37.40598171712243
56516,0.0,0.0,0.0,0.0,8.644034904223417,35.341414338550756
56614,0.0,0.0,0.0,0.0,10.652474256934417,35.38905751157944
56713,0.0,0.0,0.0,0.0,7.82923117896277,38.82284509130775
56811,0.0,0.0,0.0,0.0,8.652732256036689,38.913230171873124
56908,0.0,0.0,0.0,0.0,7.087943489035573,37.15185624543206
57007,0.0,0.0,0.0,0.0,2.736153672905556,38.36845026626933
57105,1.0,0.0,0.0,0.0,2.191982491924727,38.83718126948048
57202,1.0,0.0,0.0,0.0,4.555244281356088,38.97623005774594
57300,0.0,0.0,0.0,0.0,6.838425549081311,36.58493215648319
57399,0.0,0.0,0.0,0.0,8.747940636797521,35.74737455592
57497,0.0,0.0,0.0,0.0,9.889916613229909,36.224468128205935
57594,0.0,0.0,0.0,0.0,8.256011556378624,39.79481652416038
57693,0.0,0.0,0.0,0.0,5.917136150571625,41.993852586141884
57791,0.0,0.0,0.0,0.0,7.449771192595057,40.63255142160286
57888,0.0,0.0,0.0,0.0,10.321031426267549,39.04309928033644
57987,0.0,0.0,0.0,0.0,9.012915366101252,42.337446744357045
58085,0.0,0.0,0.0,0.0,6.62490766310783,43.54450638119035
58182,0.0,0.0,0.0,0.0,7.676650578480231,39.21714295029222
58280,0.0,0.0,0.0,0.0,9.278230251111095,35.59782732438988
58379,0.0,0.0,0.0,0.0,10.512762104779796,35.86972946411208
58477,0.0,0.0,0.0,0.0,9.862436147634725,36.25141834895717
58574,0.0,0.0,0.0,0.0,9.07982823019979,36.83275073944677
58673,0.0,0.0,0.0,0.0,7.662899759961787,38.6420751793592
58771,0.0,0.0,0.0,0.0,8.198603619278009,40.14182127631888
58869,0.0,0.0,0.0,0.0,10.2564724010484,38.22144190966263
58967,0.0,1.0,0.0,0.0,8.998968816286599,38.52551476025689
59065,0.0,0.0,0.0,0.0,9.524530615138408,35.56588106552705
59163,0.0,0.0,0.0,0.0,14.210571094330236,33.94481766265375
59260,0.0,0.0,0.0,0.0,13.22990176429696,35.22713180180807
59359,0.0,0.0,0.0,0.0,13.20909373517508,33.26629246742428
59457,0.0,0.0,0.0,0.0,14.686050026816213,32.67541323321521
59555,0.0,0.0,0.0,0.0,18.36951459297308,32.800128061889936
59653,0.0,0.0,0.0,0.0,17.511750722744,33.97345554100756
59751,0.0,1.0,0.0,0.0,16.216870752132422,33.53241177824488
59849,0.0,0.0,0.0,0.0,16.366378852628415,32.62219275123998
59947,0.0,0.0,0.0,0.0,15.20115597965391,35.15015743050893
60045,0.0,0.0,0.0,0.0,16.903377084789536,35.76494560215071
60143,0.0,0.0,0.0,0.0,18.970578894576892,32.67184854653802
60241,0.0,0.0,0.0,0.0,15.356049618605665,33.16067087347214
60339,0.0,0.0,0.0,0.0,10.595466424190594,34.286549292388
60437,0.0,1.0,0.0,0.0,11.790726393951385,33.18613604279967
60535,0.0,0.0,0.0,0.0,15.470518264851952,32.90796078853868
60633,0.0,0.0,0.0,0.0,13.799688086062115,33.0532097972795
60731,0.0,0.0,0.0,0.0,12.172402363616397,33.40423805333049
60829,0.0,0.0,0.0,0.0,13.171070465310075,33.29216019582562
60928,0.0,0.0,0.0,0.0,15.976595091509749,30.321929682572886
61025,0.0,0.0,0.0,0.0,16.63363876825655,29.73976124437531
61123,0.0,0.0,0.0,0.0,15.902931943842274,28.658603290227013
61221,0.0,0.0,0.0,0.0,17.355932277643916,27.9151520992926
61319,0.0,0.0,0.0,0.0,17.17187300584591,26.63116362275579
61417,0.0,0.0,0.0,0.0,18.383985441309243,24.726742621333372
61515,0.0,0.0,0.0,0.0,17.612519434277555,26.485296408839805
61614,0.0,1.0,0.0,0.0,15.850313523955942,28.29100506076875
61711,0.0,0.0,0.0,0.0,17.04442736762727,28.82130628835441
61809,0.0,0.0,0.0,0.0,17.364993531057625,29.369290516912383
61907,0.0,0.0,0.0,0.0,19.78321139904903,29.769513651640548
62006,0.0,0.0,0.0,0.0,18.17588862487348,29.993065492813088
62103,0.0,0.0,0.0,0.0,17.23976290655442,30.554092344107275
62201,0.0,0.0,0.0,0.0,16.225202987112137,31.529110070571676
62300,0.0,0.0,0.0,0.0,16.04369975927149,31.19230309037804
62397,0.0,0.0,0.0,0.0,15.85654126111946,29.355458970569376
62495,0.0,0.0,0.0,0.0,14.991664337572944,27.926491703808043
62594,0.0,0.0,0.0,0.0,15.179801170756825,27.41496817083207
62692,0.0,0.0,0.0,0.0,14.234905667455608,28.585575734576388
62789,0.0,0.0,0.0,0.0,14.806147439182473,27.613545294556328
62887,0.0,0.0,0.0,0.0,17.586720546444205,26.38728680553776
62986,1.0,0.0,0.0,0.0,20.640914315035612,26.379710138832095
63083,0.0,0.0,0.0,0.0,21.460307443019733,26.547950024519007
63181,0.0,0.0,0.0,0.0,19.9315213433561,27.132568699265686
63280,0.0,0.0,0.0,0.0,20.270970959555942,28.323948374914174
63378,1.0,0.0,0.0,0.0,21.702495009453433,27.998309271617707
63475,0.0,0.0,0.0,0.0,21.20465755128491,28.04004098442774
63574,0.0,0.0,0.0,0.0,19.551023599252254,29.199536614922728
63672,0.0,0.0,0.0,0.0,19.800830137394527,29.946670088757354
63769,0.0,0.0,0.0,0.0,18.610462091421212,31.461370877930687
63867,0.0,0.0,0.0,0.0,17.591619673066273,30.158393973622395
63966,0.0,0.0,0.0,0.0,18.268411484889103,29.41603062299592
64064,0.0,0.0,0.0,0.0,17.882733899062174,31.18641366319585
64161,0.0,0.0,0.0,0.0,17.436614320422954,31.01150582841902
64260,0.0,0.0,0.0,0.0,18.035140266116187,31.048811694867084
64358,0.0,0.0,0.0,0.0,17.086533538145414,32.196459483226995
64455,0.0,0.0,0.0,0.0,17.029322229183762,32.75012431525584
64553,0.0,0.0,0.0,0.0,15.822158110778151,33.57849395621381
64652,0.0,0.0,0.0,0.0,17.030411801262865,32.58887150003839
64749,0.0,0.0,0.0,0.0,17.965507647268936,30.050714323157514
64847,0.0,1.0,0.0,0.0,18.775540979110882,29.96738578667634
64946,0.0,0.0,0.0,0.0,19.849950101086524,29.229179852347194
65044,0.0,1.0,0.0,0.0,17.28838540714924,30.30348579897312
65141,0.0,1.0,0.0,0.0,14.811406369729028,31.73206815246933
65240,0.0,0.0,0.0,0.0,13.279684680966575,34.03460950337707
65338,0.0,0.0,0.0,0.0,13.069065320019691,35.21333698396191
65435,0.0,0.0,0.0,0.0,13.710743333383737,35.37473768794574
65533,1.0,0.0,0.0,0.0,17.540122819128854,35.58249697624129
65632,0.0,0.0,0.0,0.0,19.490575339846902,34.22422487850098
65730,0.0,0.0,0.0,0.0,19.46482609490679,32.40795299025965
65827,0.0,0.0,0.0,0.0,19.353066433942498,32.49141446867904
65926,0.0,1.0,0.0,0.0,19.726524655478606,31.296193893580128
66024,0.0,0.0,0.0,0.0,20.90398329672621,29.470999755959042
66121,0.0,0.0,0.0,0.0,20.475585614813514,29.83413312036774
66220,0.0,0.0,0.0,0.0,19.55770354431345,31.792629788354606
66318,0.0,0.0,0.0,0.0,17.22050125709677,32.6071767216136
66416,0.0,0.0,0.0,0.0,19.353908231083405,32.38716339251538
66513,0.0,0.0,0.0,0.0,22.43455057322553,31.544202390155576
66612,0.0,0.0,0.0,0.0,22.310529354619963,30.270525590391394
66710,0.0,0.0,0.0,0.0,22.12487739248607,28.211672332454548
66807,0.0,0.0,0.0,0.0,21.700309395028892,29.544385529256957
66906,0.0,0.0,0.0,0.0,23.221733352308185,31.176436158378216
67004,0.0,0.0,0.0,0.0,24.707839466441698,30.505577646700765
67102,0.0,0.0,0.0,0.0,25.052932092981337,30.545261575922876
67200,0.0,0.0,0.0,0.0,26.15604155151842,29.828673803917763
67298,0.0,0.0,0.0,0.0,24.12659566303609,31.080419616861228
67396,0.0,0.0,0.0,0.0,24.003463574676704,28.913142196704527
67494,0.0,0.0,0.0,0.0,23.004852879887373,29.21399661930053
67592,0.0,0.0,0.0,0.0,21.253096864746833,30.905284765409252
67690,0.0,0.0,0.0,0.0,22.640697034580032,30.291965912363544
67788,0.0,0.0,0.0,0.0,22.084281134851246,30.02381957357523
67886,0.0,0.0,0.0,0.0,20.585336844151673,30.42043057404922
67984,0.0,0.0,0.0,0.0,21.861578962892214,29.111755943602475
68082,0.0,0.0,0.0,0.0,21.95349726830363,28.22725694617589
68180,0.0,0.0,0.0,0.0,20.928914222038888,27.72456951833477
68278,0.0,0.0,0.0,0.0,20.273052829065428,27.212390692566697
68376,0.0,0.0,0.0,0.0,19.595811758753726,25.758043322860594
68474,0.0,0.0,0.0,0.0,20.483985678951754,26.15340470795812
68572,0.0,1.0,0.0,0.0,18.791697039948506,24.485862126067413
68670,0.0,0.0,0.0,0.0,19.352022285458343,18.927109088122315
68768,0.0,0.0,0.0,0.0,18.37354933642013,11.780072511400187
68867,0.0,0.0,0.0,0.0,14.922927187885918,5.238143746125938
68964,0.0,0.0,0.0,0.0,13.59921319421617,1.7888945581680988
69062,0.0,0.0,0.0,0.0,12.10237984180693,0.5017234169588178
69160,0.0,0.0,0.0,0.0,11.930851530779442,-1.8945119609351297
